,Name,Critic_Score,User_Score
10824,NASCAR,6.6,5.3
10826,One Piece: Burning Blood,6.2,7.8
10828,Rio,6.0,7
10832,Playboy: The Mansion,6.1,4.1
10834,Disney's Aladdin in Nasira's Revenge,6.1,8.3
10840,Barnyard,6.2,8.7
10841,Ultimate Marvel vs. Capcom 3,8.0,6.2
10842,MindJack,4.3,1.2
10843,Pac-Man World 3,6.6,7.3
10847,Glory Days 2,7.3,7.3
10849,Brain Age: Concentration Training,7.1,7.9
10850,Crash 'N' Burn,6.5,6.4
10856,Pac-Man and the Ghostly Adventures 2,5.9,6.3
10857,Hakuoki: Demon of the Fleeting Blossom,7.9,8.3
10859,Speed Kings,6.1,7.8
10860,Dungeons,6.5,4.6
10861,Little League World Series Baseball 2008,7.0,8
10862,Winter Stars,4.6,6.5
10867,Bladestorm: The Hundred Years' War,6.3,6.8
10874,Burnout Paradise: The Ultimate Box,8.7,7.5
10877,Forever Kingdom,6.4,7.8
10879,Altered Beast: Guardian of the Realms,6.3,4.8
10881,The Legend of Heroes: A Tear of Vermillion,6.8,7.7
10884,Raven Squad: Operation Hidden Dagger,3.8,3.5
10885,Age of Empires II: The Age of Kings,9.2,9
10886,Family Party: 30 Great Games,4.2,1
10887,Shining Tears,6.1,6.5
10889,MotoGP,8.4,8.4
10890,Scaler,7.0,8.6
10891,Halo 2,7.2,5.6
10893,Gradius V,8.2,8.5
10895,Medal of Honor: Vanguard,5.6,7
10900,Beaterator,8.0,7.8
10905,Arcania: Gothic 4,6.4,5.2
10909,Psychonauts,8.6,8.7
10910,Code Lyoko: Quest for Infinity,5.8,8.5
10923,Digimon Rumble Arena 2,6.3,7.3
10926,Teenage Mutant Ninja Turtles: Mutants in Manhattan,4.4,5.5
10927,Ribbit King,5.8,6.5
10929,Alien Hominid,7.8,8.5
10931,Rygar: The Battle of Argus,5.2,7
10935,Ninja Gaiden Black,9.4,8.7
10938,Touch Detective,6.0,6.8
10945,Trivial Pursuit unhinged,5.8,8
10946,NCAA March Madness 08,6.7,3.8
10947,InuYasha: Secret of the Divine Jewel,4.6,7.6
10950,Bloody Roar 4,5.9,8.6
10953,Atari Classics Evolved,6.4,6
10955,I-Ninja,7.7,7.6
10960,Steins;Gate 0,8.6,9.3
10964,Football Manager 2017,8.1,4.3
10966,Wild ARMs: Alter Code F,7.3,8.3
10967,Army Corps of Hell,5.7,6.6
10970,Shrek SuperSlam,7.1,9.3
10972,Ultimate Mortal Kombat,7.3,8.6
10977,Total Overdose: A Gunslinger's Tale in Mexico,7.1,9
10981,Metal Slug X,8.5,8.8
10983,Romance of the Three Kingdoms X,7.1,8.5
10985,Prinny: Can I Really Be the Hero?,7.2,7
10990,GripShift,7.0,8.7
10992,Fighting Fantasy: The Warlock of Firetop Mountain,4.5,8.1
10998,Beowulf: The Game,4.4,5.4
10999,Skies of Arcadia,9.3,9.4
11000,NASCAR: Dirt to Daytona,8.5,7.3
11003,Road Trip,8.0,9
11006,Jimmie Johnson's Anything With an Engine,6.5,8.8
11012,echochrome,7.9,7.7
11013,Project Eden,7.1,7.8
11014,Riviera: The Promised Land,6.8,7.7
11015,Digimon All-Star Rumble,4.9,5.8
11018,Driver: Renegade,4.8,5
11023,Yaiba: Ninja Gaiden Z,4.3,4.5
11024,Castlevania: Lords of Shadow 2,7.0,7.8
11025,Ghosthunter,6.9,8.7
11027,Shadow of Destiny,5.4,8.2
11028,Pro Evolution Soccer 2012,7.7,6.4
11029,Mimana Iyar Chronicle,4.5,5.8
11030,Michael Jackson: The Experience,5.7,5.8
11032,Def Jam Fight For NY: The Takeover,7.9,8.2
11034,Tom Clancy's EndWar,6.9,5.8
11038,JASF: Jane's Advanced Strike Fighters,4.5,4.5
11040,Astro Boy: Omega Factor,8.5,8.6
11041,Disgaea Infinite,6.4,4.4
11044,Phantom Brave: The Hermuda Triangle,6.5,7.3
11045,Fullmetal Alchemist: Dual Sympathy,5.8,7.3
11052,Lock's Quest,8.0,8.7
11053,Rugby 2005,7.1,8.6
11060,Pokemon Rumble World,5.8,6.4
11067,Spectral Force Genesis,4.6,7
11070,Last Rebellion,4.4,4.6
11076,DriveClub VR,6.7,7.4
11080,Quantum Theory,3.7,3.6
11086,Tornado Outbreak,6.9,7.6
11091,Justice League Heroes,4.3,5.7
11092,Back to the Future: The Game,6.6,6.8
11094,Space Invaders Extreme,8.4,6.8
11096,Mystic Heroes,6.7,8.5
11102,Zoids Assault,4.6,7.3
11103,Arslan: The Warriors of Legend,6.9,6.6
11107,Freestyle Metal X,6.7,8.3
11112,Dark Angel: Vampire Apocalypse,5.3,5.6
11114,Damnation,3.6,2.8
11120,Super Puzzle Fighter II,8.3,9.5
11129,Supreme Commander,5.6,5.7
11131,Transworld Snowboarding,7.4,9.2
11133,World Soccer Winning Eleven 8 International,9.0,8.4
11134,Sniper Elite,7.7,8.5
11135,Mahjong Cub3D,6.7,5.3
11136,Test Drive: Eve of Destruction,7.2,8.7
11137,Blazblue: Continuum Shift Extend,7.3,7.5
11138,Crimson Sea,7.8,8.2
11141,Red Bull BC One,4.8,5.3
11142,The Weakest Link,6.3,7.2
11145,Viewtiful Joe: Red Hot Rumble,6.3,6.3
11146,Wolfenstein: The Old Blood,7.6,7.6
11147,GRID Autosport,7.5,6
11150,Ikaruga,8.5,8.5
11151,The Suffering: Ties That Bind,7.6,9.1
11158,Nobunaga's Ambition: Iron Triangle,7.6,8
11163,The Mummy: Tomb of the Dragon Emperor,3.9,6.4
11166,Knights in the Nightmare,7.5,7.7
11169,Terraria,7.1,7.1
11176,Digimon World 4,5.5,8.1
11178,Spectral Force 3,5.9,7.5
11182,Ty the Tasmanian Tiger 3: Night of the Quinkan,6.8,8
11187,The Ant Bully,4.5,1.4
11188,Risen 3: Titan Lords,6.5,5.7
11191,Battle Fantasia,7.1,6.6
11193,Karaoke Revolution,8.0,8.5
11194,Fire Pro Wrestling Returns,7.8,8.5
11195,Obscure: The Aftermath,6.6,8.2
11196,Jimmy Neutron: Boy Genius,4.2,5.1
11197,Henry Hatsworth in the Puzzling Adventure,8.2,8
11199,Rollcage Stage II,8.5,8.9
11200,Samurai Warriors 2: Xtreme Legends,5.0,8
11205,Spider-Man: Edge of Time,6.2,5.2
11208,Jumper: Griffin's Story,2.8,2.5
11209,Forgotten Realms: Demon Stone,7.2,6.5
11211,Rock Band 3,7.9,5.5
11212,LEGO Star Wars II: The Original Trilogy,5.5,7
11215,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,6.5,7.3
11219,Top Gear Rally,7.8,7.6
11220,Red Faction: Armageddon,7.5,6.7
11221,BIT.TRIP COMPLETE,8.4,8.7
11223,Rugby 15,2.0,3.1
11226,XIII,7.3,7.7
11228,Data East Arcade Classics,5.6,8.2
11233,Wizardry: Tale of the Forsaken Land,7.0,7.5
11234,ShellShock 2: Blood Trails,3.0,5.9
11236,F.E.A.R. Files,6.6,7.1
11245,The Smurfs 2,4.2,5.6
11246,Lara Croft and the Temple of Osiris,7.4,6.7
11249,The Sims 2: Apartment Life,7.5,7.7
11250,Killer7,7.0,8.1
11251,Age of Mythology,8.9,8.9
11254,Astro Boy,5.4,6.9
11258,Puss in Boots,7.0,7
11259,Monster House,6.9,9
11261,Cloudy With a Chance of Meatballs,6.2,6.5
11263,MetropolisMania,6.3,7.1
11271,NCAA Football 08,8.2,8.1
11273,Ephemeral Fantasia,4.8,6.3
11274,1 vs. 100,3.8,3.2
11288,Counter-Strike: Source,8.8,8.9
11291,Gray Matter,7.2,7.7
11293,America's Army: True Soldiers,4.3,6.7
11296,Raiden Fighters Aces,7.3,7.5
11299,NASCAR The Game: Inside Line,7.6,4.5
11300,Star Wars: Empire at War,7.9,8.4
11302,BlazBlue Central Fiction,8.5,7.6
11310,Sega GT Online,7.2,9.2
11314,Knights in the Nightmare,7.6,8.6
11316,Marvel Nemesis: Rise of the Imperfects,3.4,6.5
11326,Nano Assault,7.5,7.7
11327,Captain America: Super Soldier,5.1,5
11328,Onimusha Tactics,6.4,8.7
11329,Bomberman Jetters,7.0,7.9
11331,TOCA Race Driver 3,8.2,7.2
11332,Mad Dog McCree: Gunslinger Pack,3.1,5
11335,How to Train Your Dragon 2,4.7,4.9
11336,Blacksite: Area 51,5.6,6.3
11337,Disney's Donald Duck: Goin' Quackers,7.3,7.3
11338,Ultimate Brain Games,8.0,8.3
11341,Exit,7.7,7.7
11344,Harvey Birdman: Attorney at Law,6.0,7.8
11352,Aliens versus Predator: Extinction,6.4,7.7
11353,Bejeweled 3,8.2,8.1
11354,RTX Red Rock,4.9,5
11356,FIFA Street 2,6.3,7.1
11357,Smart Bomb,4.5,5.4
11359,Shining Force: Resurrection of the Dark Dragon,7.7,8.8
11360,Shining Soul II,7.4,8.3
11363,The Golf Club,6.6,6.3
11364,Hello Kitty: Roller Rescue,6.4,6.8
11366,Metal Slug Advance,7.9,8.3
11367,Pac-Man World Rally,5.7,7.8
11369,Blazing Angels: Squadrons of WWII,6.9,6.8
11370,God Eater Resurrection,7.0,7.8
11372,NHL 2K7,7.8,7.9
11379,Miami Nights: Singles in the City,4.8,7.1
11380,Shovel Knight,9.0,7.6
11382,Strider 2,6.9,8.1
11385,Invizimals: The Alliance,6.9,6.8
11388,Death Jr. and the Science Fair of Doom,4.7,7.5
11390,Shin Megami Tensei: Digital Devil Saga 2,8.2,7.9
11391,Pro Evolution Soccer 2013,8.0,6.9
11398,Battleborn,6.9,6.9
11400,Agatha Christie: Evil Under the Sun,4.6,7.3
11411,Don King Boxing,7.1,7.8
11413,Grand Prix Challenge,7.6,9.2
11416,FIFA Soccer 2005,7.5,7.8
11418,ShellShock 2: Blood Trails,3.5,4.8
11420,Mega Man Legacy Collection,7.7,6.1
11421,Knights Contract,5.1,6
11423,NHL 06,7.8,9.3
11428,State of Emergency 2,4.4,5.8
11433,Fatal Frame III: The Tormented,7.8,8.9
11435,Seven Samurai 20XX,5.2,7
11437,Adventure Time: The Secret of the Nameless Kingdom,6.5,5.6
11438,Risen 3: Titan Lords,3.6,3.7
11442,Tornado Outbreak,6.2,8
11443,Ninjabread Man,2.0,1.7
11444,Tom Clancy's Splinter Cell: Pandora Tomorrow,7.8,8
11446,Battlefield 2,9.1,8.4
11448,Swingerz Golf,7.2,9.3
11451,Titanfall 2,8.5,8
11452,Persona 4: Arena Ultimax,8.5,7.4
11453,Supremacy MMA,4.9,6.2
11455,The King of Fighters 2006,6.6,8.6
11457,Nobunaga's Ambition: Rise to Power,7.0,8.8
11458,FIFA Soccer 2003,8.6,7.8
11463,Major League Baseball 2K11,7.4,5.9
11469,The Italian Job,5.4,5.8
11470,Smuggler's Run: Warzones,7.9,6.9
11471,SafeCracker: The Ultimate Puzzle Adventure,5.6,7.8
11472,Warriors Orochi 3 Hyper,6.4,7.4
11474,NBA 10: The Inside,6.9,3
11481,PAC-MAN and the Ghostly Adventures,5.1,3.1
11485,Space Channel 5 Special Edition,7.9,8.6
11486,The Legend of Alon D'ar,4.3,6.7
11491,Big Mutha Truckers,6.3,8.2
11495,Super Robot Taisen OG Saga: Endless Frontier,7.3,9
11496,Sniper: Ghost Warrior 2,5.2,5.8
11497,Samurai Shodown Sen,4.6,5.2
11506,Samurai Western,5.8,7.6
11507,Looney Tunes: Acme Arsenal,4.0,6.8
11508,Line Rider 2: Unbound,5.9,5.6
11510,Harry Potter and the Sorcerer's Stone,6.2,8.3
11511,High Heat Major League Baseball 2004,8.3,8.4
11512,TimeSplitters: Future Perfect,8.2,9.1
11517,"Warhammer 40,000: Dawn of War II - Retribution",8.0,7.8
11526,Incredible Crisis,8.0,7.5
11530,The King of Fighters EX2: Howling Blood,8.0,9.1
11537,Ice Age 2: The Meltdown,6.6,7.8
11547,Knights Contract,4.9,5.6
11549,Hidden Invasion,3.9,5.8
11553,Superman: Shadow of Apokolips,6.6,7.3
11555,Armored Core 3 Portable,4.3,6.7
11556,PAC-MAN and the Ghostly Adventures,4.9,5.1
11560,Batman: Dark Tomorrow,2.9,3.2
11562,Crush,8.3,9
11565,The First Templar,5.7,5.8
11572,Earth Defense Force 2017,6.9,7.7
11573,Tomb Raider: Legend,7.8,7.8
11575,RoadKill,6.8,7.4
11577,Game of Thrones,5.8,6.5
11578,From Russia With Love,6.1,6.9
11582,Lost Dimension,7.2,8.3
11584,Resident Evil 6,6.0,6.7
11586,Assassin's Creed: Rogue,7.4,7.5
11587,Taz Wanted,6.1,7
11590,Tomb Raider: Underworld,8.0,7.7
11594,Evolution Worlds,6.3,8
11595,Far Cry Vengeance,3.8,5.3
11597,Code Lyoko: Fall of X.A.N.A.,5.1,6.3
11598,Worms: A Space Oddity,6.4,4.3
11602,MLB Front Office Manager,4.9,6.5
11605,X Rebirth,3.3,3.3
11610,Song of the Deep,6.9,7.3
11614,World Series of Poker 2008: Battle for the Bracelets,7.4,6.7
11618,Super Monkey Ball Adventure,5.6,5.9
11626,Worms: Open Warfare,6.4,7
11628,Gadget Racers,6.7,7.4
11629,Phantasy Star Online Episode III: C.A.R.D. Revolution,7.1,8.2
11630,Assassin's Creed The Ezio Collection,7.4,7.6
11636,Ultimate Ghosts 'n Goblins,7.2,7.7
11637,Samurai Warriors 2,5.2,8.7
11638,TrackMania DS,7.5,6.9
11644,Silent Hunter III,9.0,7.9
11645,Alien Syndrome,5.1,6
11649,Endgame,5.7,6.8
11650,The Dukes of Hazzard: Return of the General Lee,4.9,7
11658,WWE Crush Hour,5.5,7
11659,Metal Gear Solid V: The Phantom Pain,9.1,7.7
11665,NHL Hitz 20-03,8.2,8.4
11668,C.O.P.: The Recruit,5.5,7.5
11670,Urban Reign,6.0,8.2
11674,Soul Bubbles,7.8,8
11675,Resident Evil 3: Nemesis,6.2,8.3
11676,All-Star Baseball 2004,8.0,9.2
11677,Bangai-O Spirits,8.3,8.1
11678,Valentino Rossi: The Game,7.5,8
11682,Samurai Warriors Chronicles 3,6.3,6.1
11685,Lost in Blue: Shipwrecked,5.4,6
11688,Madden NFL 08,7.5,7
11694,Stuart Little 3: Big Photo Adventure,7.1,7.7
11696,Serious Sam 3: BFE,7.2,8.2
11701,Infernal: Hell's Vengeance,3.5,5.3
11702,Pitfall: The Lost Expedition,7.3,8.6
11706,Duke Nukem: Land of the Babes,3.7,6.8
11712,Puchi Puchi Virus,7.3,4.2
11714,Need For Speed: Undercover,6.5,4.9
11716,Need for Speed: Most Wanted,8.2,8.5
11726,Zero Escape: Zero Time Dilemma,8.1,8.5
11727,Stella Deus: The Gate of Eternity,7.5,8
11728,Vietcong: Purple Haze,5.7,8.4
11729,Conflict: Desert Storm,6.2,8.4
11734,P.T.O. IV: Pacific Theater of Operations,7.1,6.6
11740,Elebits: The Adventures of Kai and Zero,7.5,8.3
11743,Far Cry Instincts Evolution,7.8,6.3
11746,Rayman Origins,8.6,8.4
11747,Medal of Honor: Underground,4.6,1.7
11750,Cosmic Family,5.4,5.7
11754,Dynasty Warriors 3,7.0,8.9
11757,Jimmie Johnson's Anything With an Engine,6.7,6.8
11758,MTV Music Generator 3: This Is the Remix,7.9,5.4
11762,Grand Ages: Medieval,6.4,7.1
11767,In The Groove,7.2,9
11768,The Legend of Kage 2,7.0,6.3
11771,Baroque,5.0,8.1
11772,Lost Dimension,7.1,7.3
11777,Magic Pengel: The Quest for Color,7.4,7.5
11788,Agatha Christie: And Then There Were None,5.0,6.2
11792,Futurama,5.9,6.6
11794,The History Channel: Battle for the Pacific,3.6,2.4
11796,Rayman 3: Hoodlum Havoc,7.5,7.9
11798,Superman Returns,3.3,4.9
11800,Super Ghouls 'n Ghosts,7.8,8.8
11803,Legend of the Guardians: The Owls of Ga'Hoole,6.0,8
11806,Need for Speed Underground 2,8.2,8.5
11809,Gladius,8.2,8.8
11810,The Hustle: Detroit Streets,5.1,5.3
11814,Blood Drive,4.7,7
11818,Escape Dead Island,4.0,3.5
11819,Torchlight,8.3,8
11820,Pac-Man World 3,6.1,6
11821,Rogue Trooper: Quartz Zone Massacre,7.0,8.2
11829,Damage Inc.: Pacific Squadron WWII,4.9,5.5
11833,Smashing Drive,4.7,5.2
11838,F.E.A.R. 2: Project Origin,7.9,7.8
11840,Toy Soldiers: War Chest,6.2,7.7
11841,Godai: Elemental Force,2.7,3.8
11843,Still Life,7.0,8.2
11844,Big Mutha Truckers 2,5.0,3.4
11850,I-Ninja,7.5,8.4
11853,The Lord of the Rings: The Battle for Middle-Earth,8.2,8.6
11854,Kessen III,7.3,8.1
11857,The King of Fighters Collection: The Orochi Saga,6.1,7
11859,Aero Elite: Combat Academy,6.4,7
11861,Wrath Unleashed,6.4,6
11863,Divinity II: Ego Draconis,7.2,7.7
11865,Commandos 2: Men of Courage,6.7,8.4
11866,Emergency 2012,6.1,6.2
11870,Overlord: Minions,5.8,5.5
11873,Fairy Fencer F: Advent Dark Force,7.1,6.2
11883,Alvin and the Chipmunks,3.3,4.5
11884,Hearts of Iron III,7.7,7.1
11887,Kengo: Legend of The 9,3.8,4.1
11888,Romance of the Three Kingdoms XI,6.9,8.4
11889,Hammerin' Hero,7.3,7.3
11892,Dark Souls III,8.9,8.6
11897,TMNT: Mutant Melee,4.4,2.8
11898,Combat: Task Force 121,4.4,8.5
11905,Stacked with Daniel Negreanu,6.3,5.3
11910,Circus Maximus: Chariot Wars,6.7,5
11918,Serious Sam: Next Encounter,6.5,7.8
11921,Tom Clancy's Ghost Recon 2,5.4,1.4
11927,Monster Racers,7.0,9
11934,Speed Zone,3.7,3.8
11938,James Cameron's Dark Angel,4.7,8.3
11940,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,3.7,5.9
11944,Dream Trigger 3D,5.4,6.3
11951,Operation Darkness,4.6,7
11954,Galerians: Ash,5.0,7.9
11955,Dead Island: Riptide,6.1,6
11957,R-Type Command,6.9,6.5
11961,Haunting Ground,6.7,8.8
11964,Grand Kingdom,7.8,8.1
11965,Robocalypse,7.8,8.6
11968,Homie Rollerz,2.3,2.4
11972,Escape Dead Island,3.2,3.8
11973,Tom Clancy's Splinter Cell: Chaos Theory,5.0,7
11981,Romance of the Three Kingdoms IX,7.4,8.9
11982,Second Sight,7.5,8
11991,Operation Flashpoint: Red River,6.7,4.9
11993,Vanguard Bandits,6.2,7.4
11994,MLB Front Office Manager,4.7,4.6
11997,Child of Light,8.3,7.8
12001,Silent Hill: Origins,7.0,7.4
12011,Harry Potter and the Sorcerer's Stone,5.9,6
12012,McFarlane's Evil Prophecy,3.4,3.2
12025,Damnation,3.6,5.6
12026,Samurai Warriors,7.1,9
12030,FIFA Soccer 2004,8.3,6.2
12032,Record of Agarest War,6.7,6.8
12033,SNK Arcade Classics Vol. 1,7.3,8
12034,Dave Mirra BMX Challenge,3.2,4.6
12035,Rayman 3: Hoodlum Havoc,7.7,8.3
12038,The Guy Game,4.7,5.4
12043,Ghost in the Shell: Stand Alone Complex,6.1,7.4
12045,Open Season,4.9,5.6
12047,Drake of the 99 Dragons,2.2,1.8
12051,Crimson Sea 2,7.5,8.3
12052,Tokyo Twilight Ghost Hunters,6.3,7
12056,Saint Seiya: Brave Soldiers,5.5,7.4
12057,Earth Defense Force 2: Invaders from Planet Space,7.2,8.5
12058,Digimon World Championship,4.9,6.5
12060,RayStorm,7.9,7.8
12062,Dynasty Warriors 8: Empires,5.8,6.8
12067,Catwoman,4.7,6.1
12068,Colosseum: Road to Freedom,5.6,8.3
12070,Football Manager 2010,8.7,9
12071,Target: Terror,3.3,2.7
12072,Mugen Souls Z,5.7,6.4
12073,BeatMania,6.7,8.9
12079,Silpheed: The Lost Planet,7.2,7.5
12081,Real Time Conflict: Shogun Empires,3.5,5.6
12082,Spartan: Total Warrior,7.3,8.3
12083,Pitfall: The Lost Expedition,7.3,7.8
12089,River City Ransom EX,7.5,8.4
12090,Bionicle Heroes,5.9,5.9
12093,Fable: The Lost Chapters,8.3,8.7
12096,Crazy Taxi 2,8.2,8.1
12097,The Sims 2: Seasons,7.8,7.3
12108,The Testament of Sherlock Holmes,7.3,8
12110,Robot Alchemic Drive,7.9,8.2
12115,Tomb Raider: Legend,5.8,8
12116,Warhammer: Battle For Atluma,5.5,7.4
12118,Eagle Flight,7.2,7.8
12119,Operation: Vietnam,6.5,6.3
12122,Fighter Maker 2,5.8,7.8
12123,Lifeline,6.1,7.7
12125,Dragon Valor,5.7,8.3
12127,NHL 2005,7.5,5.6
12129,Microsoft Flight Simulator 2004: A Century of Flight,8.8,8.2
12132,Anubis II,1.9,2.7
12133,Goodbye Deponia,8.0,7.9
12138,The Book of Unwritten Tales 2,6.3,8.6
12147,Inversion,5.6,5.4
12149,Ultimate Marvel vs. Capcom 3,7.9,6.2
12157,Assassin's Creed Chronicles,7.0,8
12158,Dragoneer's Aria,5.6,6
12163,N+,8.2,7.4
12166,Obscure,6.5,8.9
12167,Sega Soccer Slam,8.4,7.7
12173,Deep Labyrinth,5.7,8.8
12175,Spawn: Armageddon,6.1,7.2
12176,God Hand,7.3,7.7
12179,Legends of Wrestling II,2.4,3.7
12182,Jurassic Park: Operation Genesis,6.9,8.8
12185,RedCard 20-03,7.3,9
12187,Future Tactics: The Uprising,6.1,6
12189,Driver: Parallel Lines,6.9,4.6
12193,Top Gun,4.9,4.4
12194,Batman: Rise of Sin Tzu,6.3,6.8
12198,Dragon Ball Z: Battle of Z,5.3,5.1
12199,World Racing,5.6,8.1
12200,Resident Evil 5,8.6,7.1
12201,X-Men: The Official Game,5.5,9.3
12221,The King of Fighters 02/03,7.3,8.8
12222,Port Royale 3,5.6,4.5
12227,Armored Core: Nine Breaker,5.7,8.2
12229,Terraria,8.3,7.9
12231,Worms 3D,6.9,7.6
12233,TRON: Evolution,5.7,6
12238,The Guided Fate Paradox,7.4,7.8
12239,Mayhem 3D,4.7,8.6
12242,Alex Rider: Stormbreaker,4.8,6.1
12247,WipEout HD Fury,8.9,8.4
12248,Fallout: Brotherhood of Steel,6.4,4.1
12253,"Flower, Sun, and Rain",5.4,7.1
12254,Gunstar Super Heroes,8.3,8.5
12258,Cities XL 2012,6.1,5.6
12259,Worms Forts: Under Siege,6.7,8
12264,Full Spectrum Warrior: Ten Hammers,7.1,8
12267,Natural Doctrine,6.0,7.5
12270,Prince of Persia: The Fallen King,6.4,6
12273,NHL Hitz Pro,8.1,8.8
12275,Broken Sword 5: The Serpent's Curse,7.2,7.2
12276,Alan Wake,8.3,8
12281,Risen 3: Titan Lords,4.4,4.4
12282,Steambot Chronicles: Battle Tournament,5.4,6.3
12283,Wings of War,6.2,5
12284,187: Ride or Die,5.1,6.9
12285,RPG Maker 3,6.9,7.9
12289,Kabuki Warriors,3.2,2.5
12292,World Poker Tour,6.3,7.8
12293,Age of Empires III: The Asian Dynasties,8.1,8.5
12295,IL-2 Sturmovik: Birds of Prey,4.1,2.4
12304,NanoBreaker,5.1,6.7
12306,Bionicle,4.9,1.5
12307,GRID 2,8.0,5.7
12312,Criminal Girls: Invite Only,5.5,6.7
12313,Miami Vice: The Game,6.3,7
12314,Samurai Warriors Chronicles 3,7.0,7.9
12315,BMX XXX,6.0,5
12318,One Piece: Unlimited World Red,6.6,7.8
12319,Aggressive Inline,8.5,7.7
12322,Insecticide,5.5,7
12324,XGRA: Extreme G Racing Association,6.8,8.6
12334,Mario vs. Donkey Kong: Tipping Stars,7.0,7.5
12335,Tournament of Legends,4.5,6.9
12337,Escape from Bug Island,3.7,5
12344,Gradius Collection,7.6,8.5
12347,Fist of the North Star: Ken's Rage 2,5.5,7.1
12348,Gallop Racer 2004,7.0,8.7
12351,Mobile Suit Gundam Seed: Never Ending Tomorrow,4.5,7.8
12352,F1 2001,8.3,5.5
12359,Crimson Gem Saga,7.8,7.5
12360,Monster Tale,7.9,8
12361,Legend of the Dragon,3.7,4.8
12362,Cel Damage,6.7,6.8
12369,Mirror's Edge Catalyst,7.4,4.4
12372,Arc the Lad: End of Darkness,5.9,4.2
12374,Tom Clancy's Splinter Cell: Pandora Tomorrow,6.8,6.2
12378,Tokobot,7.2,7.3
12387,Land of the Dead: Road to Fiddler's Green,3.2,5.8
12392,Assetto Corsa,7.3,6.2
12393,NHL 2K9,6.5,5.4
12398,"Warhammer 40,000: Squad Command",5.7,7.9
12400,One Piece: Burning Blood,6.0,5.8
12401,TrackMania Turbo,7.6,7.7
12402,Pro Evolution Soccer 2015,8.2,5.8
12406,Zero Escape: Zero Time Dilemma,8.3,8.3
12407,Bionicle Heroes,7.2,6.4
12408,Mystic Heroes,6.7,8.6
12410,Jurassic Park III: Park Builder,6.5,8
12411,Unchained Blades ,6.1,7.5
12419,Showtime Championship Boxing,3.5,4.7
12423,Bomberman Land,5.5,7.8
12430,Steins;Gate,8.3,8.7
12431,Nights of Azure,6.7,7.6
12433,Age of Empires Online,7.0,5.6
12434,Earth Defense Force 2017 Portable,6.8,7.9
12435,Atelier Iris 2: The Azoth Of Destiny,6.8,7.8
12452,From The Abyss,5.9,8
12456,The LEGO Movie Videogame,6.8,6.8
12457,DuckTales: Remastered,7.6,7.9
12458,Giants: Citizen Kabuto,7.9,6.9
12462,MX vs. ATV Supercross,4.8,4.8
12463,Grand Kingdom,7.6,8.8
12466,LEGO Batman: The Videogame,8.0,7.8
12467,Alone in the Dark,4.7,5.4
12468,Muppets Party Cruise,6.1,8
12477,Earth Defense Force 4.1: The Shadow of New Despair,6.4,7.9
12487,Cold Fear,7.1,7.6
12492,The Technomancer,6.0,6.7
12499,Theme Park,7.2,7.6
12500,Call of Cthulhu: Dark Corners of the Earth,7.7,8.1
12502,Blur,8.1,7.4
12504,The Next BIG Thing,7.5,7.9
12512,Alien Syndrome,4.8,7.1
12513,Vexx,7.1,7.3
12519,Secret Files: Tunguska,6.5,7.6
12521,Unreal Tournament III,8.3,8
12522,Disney Sports Skateboarding,3.6,4.7
12528,Terminator 3: The Redemption,6.6,8.6
12529,Arkanoid DS,6.1,7
12530,Call of Duty 2,8.6,8.4
12531,Big Bang Mini,7.8,8.2
12536,Serious Sam II,7.2,6.7
12538,Song of the Deep,6.6,6.9
12544,Dead Rising 2: Off the Record,6.6,5.3
12545,Flipnic: Ultimate Pinball,6.4,8.1
12553,The Witcher,8.1,8.8
12570,Coded Arms: Contagion,5.6,6.6
12573,S.T.A.L.K.E.R.: Call of Pripyat,8.0,8.7
12583,Create,5.4,6.8
12594,Commandos: Strike Force,5.8,8.5
12595,Mobile Suit Gundam: Gundam vs. Zeta Gundam,5.7,8.6
12598,Guilty Gear X: Advance Edition,6.7,5.9
12601,Warriors of the Lost Empire,5.2,7.4
12605,Devil's Third,4.3,6.5
12608,Star Trek: Tactical Assault,6.3,7
12609,Oddworld: Munch's Oddysee,4.4,2.5
12621,Broken Sword: The Shadow of the Templars,8.0,7.8
12622,Resident Evil - Code: Veronica X,6.2,8.5
12628,Trapt,6.0,7.9
12630,Lord of Magna: Maiden Heaven,6.8,7.8
12634,Worms 3D,6.9,8.4
12637,PoPoLoCrois,6.6,7.4
12638,Dragon Rage,5.0,6.4
12639,Theresia...,6.1,8
12640,Sacred 2: Fallen Angel,7.1,6.9
12642,Adventure Time: The Secret of the Nameless Kingdom,5.8,7.5
12643,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,5.8,7
12646,Jumper: Griffin's Story,2.9,3.3
12652,Tron 2.0: Killer App,6.9,4.3
12659,The Fast and the Furious,5.9,6.6
12669,Vampire Rain: Altered Species,3.0,3.5
12670,The History Channel: Battle for the Pacific,3.5,6.1
12672,Racing Gears Advance,8.3,8.9
12677,Toy Soldiers: War Chest,6.0,8.4
12679,Inversion,5.3,6.5
12682,Need for Speed: Shift,8.3,5.8
12683,Mercury Meltdown,7.8,7.8
12684,Exist Archive: The Other Side of the Sky,7.1,8.3
12685,Zoo Tycoon 2,7.2,8.1
12689,Brave: A Warrior's Tale,4.2,5
