,Name,Critic_Score,User_Score
3245,Strike Force Bowling,4.8,6.8
3247,Red Steel 2,8.0,8.6
3249,XGRA: Extreme G-Racing Association,6.8,8.6
3250,Mafia III,6.7,4.6
3256,Prince of Persia: The Forgotten Sands,7.4,7.8
3257,Warriors Orochi 3,7.0,7.9
3259,DJ Hero 2,8.8,7.5
3264,Tiger Woods PGA Tour 12: The Masters,8.0,6.1
3266,Wall-E,5.0,6.3
3269,Harry Potter and the Half-Blood Prince,4.8,4.3
3270,NieR,6.8,8.4
3271,2014 FIFA World Cup Brazil,7.3,4.3
3273,NBA 2K9,8.2,7
3276,NFL Fever 2003,7.2,8.6
3277,Samurai Warriors 2,5.8,8.8
3278,Wet,7.0,6.4
3279,Cooking Mama 4: Kitchen Magic!,5.6,6
3280,Scribblenauts: Unlimited,7.3,7.4
3283,Fire Emblem: Shadow Dragon,8.1,7
3284,Plants vs. Zombies: Garden Warfare,7.5,7.6
3285,Metroid Prime: Trilogy,9.1,9.3
3286,Robotech: Battlecry,7.2,8.5
3288,Disney Universe,7.0,6.9
3289,Advance Wars: Days of Ruin,8.6,8.7
3290,Jak and Daxter: The Lost Frontier,7.1,6.3
3291,Texas Hold 'Em Poker,4.9,6.8
3292,Time Crisis 3,8.1,8.1
3294,Vanquish,8.4,8.1
3296,Tearaway,8.7,8.9
3298,Half-Life 2,9.0,8.6
3300,Tony Hawk: RIDE,4.6,3
3301,Borderlands: The Pre-Sequel,7.7,6.3
3302,Major League Baseball 2K8,7.0,5.9
3303,Sacred 2: Fallen Angel,7.0,7.1
3304,pro evolution soccer 2011,7.9,5.9
3305,Major League Baseball 2K9,6.4,5.3
3306,Final Fantasy IV Advance,8.5,7.3
3307,Dragon Ball Z: Ultimate Tenkaichi,5.8,5.4
3311,Harry Potter and the Goblet of Fire,7.1,6
3313,Dragon Ball Z: Buu's Fury,6.2,8.9
3315,Spider-Man: Mysterio's Menace,8.4,8.7
3318,MySims Racing,6.7,7.3
3319,Naruto: Ultimate Ninja,7.5,7.7
3320,Pac-Man Party,5.9,5.9
3322,Tony Hawk's Underground,8.6,7.7
3326,Shadow The Hedgehog,4.5,6
3327,Wave Race: Blue Storm,8.0,8.3
3328,Aliens: Colonial Marines,4.3,3.6
3329,Backyard Wrestling: Don't Try This at Home,5.1,7.8
3330,Yakuza: Dead Souls,6.4,7.4
3331,Fight Night Round 2,8.8,8.8
3333,Dead Island: Riptide,6.2,5.9
3335,Kinect Sports Rivals,6.0,5.1
3336,NBA 2K8,7.2,6
3337,Dynasty Warriors 8,6.8,8.5
3339,Disney Infinity,7.1,7.6
3340,Secret Agent Clank,6.1,6.7
3341,Call of Juarez: Bound in Blood,7.7,7.6
3342,Fighters Uncaged,3.2,4.6
3343,Rayman Arena,6.3,8.6
3344,Jaws Unleashed,5.2,7.5
3346,Half-Life,8.7,8.6
3350,Split/Second,8.2,8.1
3351,The Golden Compass,4.3,4.9
3352,The Golden Compass,3.5,6.8
3356,Muramasa: The Demon Blade,8.1,8.7
3361,Okami,9.0,8.9
3363,LEGO The Hobbit,7.2,6.6
3365,WWE 2K17,6.9,6.9
3366,Just Dance 2014,7.2,7.6
3370,NHL 15,6.0,3.6
3371,Total War: Shogun 2,9.0,8.3
3376,SimCity DS,6.9,6.3
3378,Hot Wheels: Stunt Track Challenge,6.2,8.1
3383,Monopoly,5.6,5.8
3384,Tony Hawk: RIDE,4.4,2.1
3387,Medal of Honor: Frontline,8.0,7.9
3388,Dead Space,8.6,8
3392,NHL 11,8.8,7.1
3393,Yakuza 5,8.3,8.5
3395,2002 FIFA World Cup,7.3,5.6
3396,MVP Baseball 2004,9.0,8.5
3397,Crash Bandicoot: The Wrath of Cortex,6.2,7.3
3401,WWE 2K16,7.2,5.7
3404,Assassin's Creed: Brotherhood,8.8,8.2
3406,Dead or Alive Xtreme Beach Volleyball,7.3,7.8
3408,Silent Hill: Shattered Memories,7.7,6.8
3410,Blur,8.2,8.3
3413,Madden NFL 06,7.4,4.9
3414,Asphalt: Urban GT,6.0,7.5
3415,Mega Man Anniversary Collection,8.1,9
3416,Metal Gear Solid V: Ground Zeroes,6.6,5.9
3417,Harvest Moon: Friends of Mineral Town,8.1,9.6
3420,Naruto: The Broken Bond,8.0,7.8
3422,WarioWare D.I.Y.,8.2,8.7
3423,Iron Man,4.4,7
3424,The Fight: Lights Out,4.8,7.5
3425,Mega Man X7,5.8,5.1
3426,Deus Ex: Human Revolution,9.0,8.5
3428,Final Fantasy Anniversary Edition,6.7,7.7
3430,SoulCalibur V,7.7,6.2
3434,Romancing SaGa,5.8,8
3435,Lost: Via Domus,5.5,6.4
3436,Top Spin 3,6.8,5.7
3437,Game Party in Motion,3.3,3.7
3438,The Lord of the Rings: The Third Age,7.3,8.2
3439,Call of Duty: Black Ops,7.4,6
3441,NCAA Football 09,8.1,7.3
3443,MLB 11: The Show,9.0,7.8
3446,Kinect Rush: A Disney Pixar Adventure,6.8,5.1
3448,Skylanders SWAP Force,8.9,6
3449,Terminator 3: Rise of the Machines,3.8,6.3
3450,Guitar Hero: Smash Hits,7.4,7.7
3451,Tom Clancy's HAWX,7.3,7.3
3452,Alice: Madness Returns,7.0,7.9
3453,Shin Megami Tensei IV,8.3,8.3
3454,NBA 2K7,8.4,7.8
3458,NHL 12,8.6,7.5
3459,NASCAR: Dirt to Daytona,8.4,8.8
3460,Unreal Tournament,7.7,6.8
3461,Digimon World 2,4.2,7.6
3463,Prince of Persia: The Two Thrones,8.5,8.4
3468,JoJo's Bizarre Adventure: All Star Battle,7.1,8.3
3469,Contra: Shattered Soldier,7.8,6.6
3472,Final Fantasy: The 4 Heroes of Light,7.1,7.1
3473,Rayman Legends,9.1,8.7
3475,FIFA Soccer,7.9,7.2
3476,Tenchu 2: Birth of the Stealth Assassins,7.7,8.7
3477,Tony Hawk's Pro Skater 4,9.1,8.6
3479,Naruto: Uzumaki Chronicles 2,5.2,6.9
3480,NHL 06,7.8,8.5
3481,Parasite Eve II,7.9,9
3483,Skate it,7.0,8.4
3486,Madden NFL 2002,9.0,8.1
3488,Phineas and Ferb: Across the 2nd Dimension,7.6,8.3
3490,Far Cry Instincts,8.5,5.7
3492,Tony Hawk's Pro Skater 4,8.5,8.8
3493,ATV Offroad Fury: Blazin' Trails,6.3,7.8
3494,Tales of the Abyss,7.8,8.4
3495,Payday 2,7.5,6.3
3497,Blacksite: Area 51,6.2,6.1
3498,Spyro Orange: The Cortex Conspiracy,6.0,7
3499,XCOM: Enemy Unknown,8.9,8.2
3503,Skylanders: Spyro's Adventure,8.2,4.9
3505,The Sims 3: World Adventures,8.1,8
3506,Madden NFL 06,8.6,8.5
3508,Titanfall 2,8.7,8
3509,BlazBlue: Calamity Trigger,8.7,8.4
3511,Iron Man,4.5,5.9
3512,Naruto: Ultimate Ninja 2,7.3,7.9
3515,NHL 10,8.8,7.9
3517,Rock Band 3,9.1,8
3518,Blood Wake,7.1,7.5
3519,Dynasty Warriors 5: Xtreme Legends,5.7,9.1
3522,WWE 2K15,5.6,5.7
3524,FIFA World Cup Germany 2006,7.7,8.1
3525,Wreckless: ThE YaKuza MisSiOns,7.4,5.2
3527,Defiance,6.0,7.2
3528,Disgaea 4: A Promise Unforgotten,8.0,7.8
3530,SpongeBob SquarePants: Battle for Bikini Bottom,7.0,8.9
3531,Doom 3 BFG Edition,6.7,6.4
3533,Spider-Man 3,6.3,7
3534,Pro Evolution Soccer 2012,7.4,6.3
3535,The Conduit,6.9,8.2
3537,Just Dance 2016,7.3,6.9
3538,Disney Universe,6.6,5.3
3539,RalliSport Challenge,8.7,8.3
3540,Resident Evil Outbreak File #2,5.8,7.7
3541,Top Spin 3,7.5,7.5
3543,XIII,7.3,8.6
3544,Tomb Raider: Anniversary,7.8,8.2
3546,Rune Factory 4,7.8,8.1
3547,3D Dot Game Heroes,7.7,8
3548,Up,6.2,8
3549,Breath of Fire IV,8.3,8.9
3551,True Crime: Streets of LA,7.7,7.3
3552,Odin Sphere,8.3,8.6
3557,Titanfall,8.6,6.2
3558,Arena Football,6.6,8.6
3559,The Lord of the Rings: The Return of the King,7.7,8.2
3560,NHL Hitz 20-02,7.8,7.6
3561,The Legend of Spyro: Dawn of the Dragon,6.4,6.5
3562,Classic NES Series: Dr. Mario,6.6,7.5
3563,The Sims: Bustin' Out,8.1,8.9
3564,NCAA March Madness 07,6.3,8.6
3565,"Monsters, Inc. Scream Team",6.5,6.9
3566,"Warhammer 40,000: Space Marine",7.6,7.8
3568,Top Spin 3,7.8,7.6
3570,Cabela's Big Game Hunter 2005 Adventures,5.5,8.4
3571,LEGO Rock Band,7.1,7.2
3575,Battlefield 2: Modern Combat,8.0,8.2
3576,Tom Clancy's HAWX,7.4,8.1
3577,All-Star Baseball 2002,7.7,7.6
3581,Need for Speed: Most Wanted,8.0,9.1
3583,Bolt,5.0,5.8
3584,WWE Raw 2,6.8,7.3
3587,Manhunt 2,6.7,7.8
3588,Fullmetal Alchemist and the Broken Angel,5.6,8.1
3589,Tony Hawk's Project 8,6.8,7.6
3591,Batman Begins,6.4,7.3
3594,Tony Hawk's Proving Ground,7.2,5.4
3595,Dr. Seuss' The Cat in the Hat,5.6,6.5
3596,Barbie Groovy Games,4.7,7
3597,Wolfenstein,7.2,7.5
3599,Blinx: The Time Sweeper,7.1,8
3600,ESPN NFL Football,9.1,8.5
3602,Major League Baseball 2K5,8.1,8.2
3603,Tetris Party Deluxe,7.2,5.8
3605,Gravity Rush,8.3,8.5
3606,Quantum Break,7.7,6.8
3607,Archer Maclean's Mercury,7.5,6.6
3608,TMNT,5.8,6.3
3610,Soldier of Fortune: Gold Edition,5.9,6.8
3612,Final Fantasy IV: The Complete Collection,7.7,7.5
3613,Frontlines: Fuel of War,7.5,7.8
3614,MX 2002 Featuring Ricky Carmichael,7.6,8.3
3615,NCAA Football 07,8.8,6.9
3616,Lunar: Silver Star Story Complete,7.8,9.1
3617,Harvest Moon: The Tale of Two Towns,6.8,7.5
3618,No More Heroes,8.3,8.4
3620,God of War: Origins Collection,8.4,8.4
3621,Dora The Explorer: Dora Saves the Snow Princess,4.7,7
3622,Soul Reaver 2,8.0,8.5
3623,Metal Gear Solid 3: Subsistence,9.4,9.3
3625,Enslaved: Odyssey to the West,8.0,7.4
3627,WWF Raw,6.8,6.6
3630,Guitar Hero Live,8.1,5.1
3636,Extermination,6.7,7.8
3637,Batman: Vengeance,6.8,6.7
3641,Hot Shots Golf: World Invitational,7.6,8.1
3642,Tony Hawk's Pro Skater 3,9.3,8.4
3643,Mega Man Zero,8.2,8.9
3645,Resident Evil: Revelations 2,7.5,7.7
3648,NBA 2K8,8.1,6.8
3649,Rayman Origins,9.2,8.3
3652,Assassin's Creed: Unity,7.0,3
3653,MX vs. ATV: Alive,6.3,7.2
3655,Shrek 2,7.2,8.4
3656,Purr Pals,6.7,6.8
3657,Assassin's Creed II,8.6,6.9
3662,Tak and the Power of Juju,7.9,9.2
3664,Lips: Number One Hits,7.0,7.6
3667,Turok: Evolution,6.8,6.7
3669,Jak X: Combat Racing,7.6,7.7
3671,American Idol,4.1,4.8
3674,Red Dead Revolver,7.4,8.5
3675,CrossworDS,6.7,6.8
3676,Viva Pinata: Pocket Paradise,8.2,7.1
3679,Sly Cooper: Thieves in Time,7.5,8.3
3680,Iron Man,4.7,5.6
3682,Spec Ops: The Line,7.7,8
3683,The SpongeBob SquarePants Movie,7.4,8.5
3684,NHL 14,8.0,6
3685,F1 2013,7.7,6.3
3688,Legends of WrestleMania,7.0,6.5
3690,Tiger Woods PGA Tour 08,8.0,7.8
3692,Dance Dance Revolution Ultramix,8.2,8.8
3693,Crash Tag Team Racing,6.6,7
3694,Front Mission 4,7.5,8.6
3696,Rayman Origins,8.8,8.4
3698,F.E.A.R.,7.2,7.4
3699,Enslaved: Odyssey to the West,8.2,7.8
3701,Dragon Ball Z: Shin Budokai,7.0,8.1
3702,Tiger Woods PGA Tour 13,7.5,5.7
3703,Dynasty Warriors: Gundam 3,5.8,7.5
3704,Def Jam: Fight for NY,8.4,8.5
3711,Tiger Woods PGA Tour 11,8.4,8.3
3712,NBA Live 10,8.1,7.5
3713,Metro 2033,7.7,7.9
3715,Fire Emblem: Path of Radiance,8.5,8.9
3717,Hotel Dusk: Room 215,7.8,8.6
3718,Final Fantasy Explorers,6.9,7
3721,SSX Tricky,8.7,8.6
3722,Greg Hastings' Tournament Paintball,7.4,9.2
3724,ESPN NBA Basketball,8.9,8.4
3725,Dragon Ball Z: Ultimate Tenkaichi,5.5,5.8
3726,Sacred 2: Fallen Angel,7.1,7.3
3727,Two Worlds II,6.7,6.6
3728,Over the Hedge,5.8,8.6
3729,Mat Hoffman's Pro BMX,8.0,8.6
3733,NHL 14,8.1,5.9
3736,The Hobbit,5.9,8.6
3737,War of the Monsters,8.0,8.9
3738,Harry Potter and the Deathly Hallows - Part 1,4.1,5
3739,NBA Street Vol. 2,8.8,8.1
3740,The Incredible Hulk: Ultimate Destruction,8.3,8.7
3741,Time Crisis: Razing Storm,5.8,5.9
3742,Summer Sports: Paradise Island,4.6,4.6
3744,Time Crisis II,8.1,7.9
3747,NCAA March Madness 06,7.8,9.1
3748,LEGO Dimensions,6.2,6.5
3749,Valkyria Chronicles II,8.3,8.1
3752,Tatsunoko vs. Capcom: Ultimate All-Stars,8.5,8.8
3753,Rune Factory: A Fantasy Harvest Moon,7.8,8.1
3754,Legacy of Kain: Defiance,7.5,9.3
3756,NCAA March Madness 2005,7.8,8.3
3757,007 Racing,5.1,4.6
3758,Tactics Ogre: Let Us Cling Together,8.7,8.8
3759,Conflict: Vietnam,5.8,8.1
3760,Dragon's Crown,8.2,8.3
3762,MLB SlugFest 20-04,7.8,8.3
3765,Blitz: The League,7.8,7.7
3766,Manhunt 2,6.2,7.1
3767,Just Dance 2015,7.0,7.5
3769,The LEGO Movie Videogame,6.9,6.9
3771,Overwatch,9.1,6.8
3775,Peter Jackson's King Kong: The Official Game of the Movie,8.2,8.5
3776,Burnout Revenge,8.9,8.4
3777,Medal of Honor: European Assault,7.2,7
3778,Ty the Tasmanian Tiger 2: Bush Rescue,7.1,8.2
3779,The Lord of the Rings: The Fellowship of the Ring,5.9,6.6
3780,NBA 06,6.3,6.3
3782,Excite Truck,7.2,8.4
3785,Magician's Quest: Mysterious Times,6.9,7.6
3787,X-Men Legends,8.1,8.5
3791,StarCraft II: Legacy of the Void,8.8,8.3
3793,ModNation Racers,7.3,7.7
3795,WWE SmackDown vs. Raw 2010,7.5,8.3
3797,Oni,6.9,7.8
3798,Tom Clancy's Ghost Recon Advanced Warfighter 2,6.1,6.4
3799,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,4.7,5.4
3800,Terminator Salvation,4.3,3.9
3802,The Lord of the Rings: The Two Towers,8.2,8.7
3803,Batman: Arkham City,9.1,8.6
3804,Juiced,6.8,7.7
3805,The Warriors,8.4,8.5
3807,Star Fox Command,7.6,7.3
3812,Bulletstorm,8.3,7.7
3813,Return to Castle Wolfenstein: Operation Resurrection,6.6,8
3814,Mario Tennis: Power Tour,8.1,8
3815,Seaman,8.2,8.4
3818,Michael Jackson: The Experience,6.6,8.4
3820,Stuntman: Ignition,7.6,6.2
3822,F.E.A.R. 2: Project Origin,7.7,8
3823,Mystery Dungeon: Shiren the Wanderer,6.9,8.2
3824,GT Pro Series,4.1,4
3825,Tiger Woods PGA Tour 11,7.9,7.8
3826,The Golden Compass,4.6,5.2
3827,Final Fantasy Chronicles,8.9,9.1
3828,F1 2009,6.8,7.2
3829,Syphon Filter 3,7.3,8.5
3830,Metal Gear Solid 2: Substance,8.7,9
3831,Tales of Symphonia: Dawn of the New World,6.8,7.1
3832,NBA Live 08,7.3,5.3
3834,We Love Katamari,8.6,8.9
3835,Sesame Street: Once Upon A Monster,7.9,6.9
3836,NCAA Football 2003,9.0,8.2
3837,We Cheer,5.6,7.3
3838,Madden NFL 07,7.6,4.2
3840,LEGO Jurassic World,7.1,8.1
3842,NBA Live 09,7.5,7.8
3845,Rory McIlroy PGA Tour,6.1,3.7
3846,SingStar Dance,6.5,3.9
3848,Lords of the Fallen,6.8,6.6
3851,Tomb Raider: Legend,8.2,7.1
3852,Freedom Fighters,8.1,8.4
3853,Silent Hill: Origins,7.8,7.8
3854,Gun,7.9,7.8
3856,Fight Night Round 3,7.4,8.1
3857,The Punisher,6.8,8.2
3858,Kirby and the Rainbow Curse,7.3,8
3861,SSX On Tour,8.0,7.9
3863,Disgaea 3: Absence of Justice,7.8,7.5
3864,Tony Hawk's Pro Skater 3,9.0,8
3865,Way of the Samurai 3,5.8,7.9
3866,The Sims 2: Open for Business,7.8,8.6
3867,Rune Factory 2: A Fantasy Harvest Moon,7.7,7.9
3868,Harry Potter and the Prisoner of Azkaban,6.9,8.1
3873,SimAnimals,7.0,7.5
3874,NBA Live 2002,8.1,8.8
3877,Way of the Samurai,7.4,8.2
3878,The 3rd Birthday,7.1,6.1
3880,Kung Fu Panda,7.6,7.3
3882,Epic Mickey 2: The Power of Two,5.9,5.5
3884,Pac-Man Fever,4.7,6.3
3885,Spectrobes: Beyond the Portals,7.0,7.7
3887,HSX HyperSonic.Xtreme,5.3,8.4
3888,Lair,5.3,6.4
3889,Madden NFL 2004,9.4,7.7
3891,Summoner,7.4,7.8
3892,Soul Sacrifice,7.7,8.2
3894,DC Universe Online,6.7,7.4
3896,NBA Live 07,6.4,7.5
3897,IL-2 Sturmovik: Birds of Prey,8.0,8.4
3899,The Walking Dead: Survival Instinct,3.4,3.6
3900,Major League Baseball 2K10,7.6,7.6
3901,Alice in Wonderland,6.9,7.4
3902,Ratatouille,5.5,4.8
3907,NBA Live 2004,8.5,8.2
3908,Iron Man,5.6,7
3909,Alien: Isolation,7.8,7.8
3911,Pro Evolution Soccer 2010,8.2,8.4
3912,Disney's Kim Possible: Revenge of Monkey Fist,6.2,8.8
3913,Naruto Shippuden: Clash of Ninja Revolution 3,7.4,8.1
3914,Ace Combat Zero: The Belkan War,7.5,8.4
3915,Dragon Age: Origins,9.1,8.6
3916,Dynasty Warriors,6.2,7.3
3917,NHL 07,7.6,4.6
3918,SoulCalibur: Broken Destiny,8.0,6.2
3920,Dragon Ball: Raging Blast,5.6,7.5
3921,Naruto Shippuden: Ultimate Ninja Storm 3,7.0,7.7
3924,The BIGS,7.1,4.8
3927,Dragon Ball Z: Supersonic Warriors,7.3,7
3928,NBA Ballers,8.2,8.1
3929,Silent Hill 4: The Room,7.6,7.8
3931,Capcom Classics Collection,7.8,8.4
3934,Tiger Woods PGA Tour 13,7.7,5.6
3936,The Saboteur,7.3,8.2
3938,Sonic Riders,5.5,7.2
3939,Looney Tunes: Back in Action,5.1,7.5
3942,NHL 09,8.8,8.4
3943,Bully: Scholarship Edition,8.3,8.4
3944,WWE SmackDown vs. RAW 2007,8.1,7.8
3945,Midnight Club II,8.6,7.6
3948,Ratatouille,6.2,6.7
3949,Avatar: The Last Airbender,6.0,6.5
3951,The Mummy Returns,4.4,7
3954,Hitman: Blood Money,8.3,8.4
3957,Lost: Via Domus,5.4,6.9
3958,Crash: Mind Over Mutant,7.3,6.5
3959,Activision Anthology,7.5,7.7
3960,Picross DS,8.3,8.7
3961,Pro Evolution Soccer 2012,7.8,6.6
3962,Final Fantasy II Anniversary Edition,6.3,7.1
3963,Test Drive Unlimited,8.0,7.3
3965,Unit 13,7.1,7.5
3966,R.U.S.E.,7.6,7.3
3967,Theatrhythm: Final Fantasy,7.8,7.8
3969,Goldeneye 007: Reloaded,7.2,6
3972,Star Wars: Jedi Starfighter,8.1,8.3
3973,Tactics Ogre: The Knight of Lodis,8.8,9.1
3976,Sega Bass Fishing,5.9,6.3
3978,Dead or Alive Ultimate,8.3,8.7
3979,RPG Maker,6.6,8.2
3980,Major League Baseball 2K12,6.8,6.4
3982,Dance Dance Revolution Universe 2,6.5,7.4
3983,Burnout Revenge,8.9,8.1
3985,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,6.5,7.3
3988,Monster Hunter,6.8,8.9
3989,NBA Street Homecourt,8.0,8.2
3990,Tony Hawk's Underground 2,8.2,8.9
3991,SplashDown: Rides Gone Wild,8.0,8.7
3993,Shrek SuperSlam,6.7,9
3994,Rayman Advance,8.4,8.4
3997,Wet,6.9,7.3
3999,Fantastic 4,6.4,7.8
4000,Men in Black II: Alien Escape,5.0,7.3
4005,Alice: Madness Returns,7.0,8.1
4006,Madden NFL 07,8.1,8
4007,Spider-Man 2,6.1,5
4008,Ridge Racer 3D,7.5,7.2
4009,Picross 3D,8.3,8.4
4010,Dynasty Warriors: Gundam 2,5.4,7
4013,Super Monkey Ball 3D,5.5,5.5
4015,SpongeBob SquarePants: Creature from the Krusty Krab,5.7,5.6
4017,F1 2012,8.4,6.9
4020,Tony Hawk's Project 8,8.1,7.6
4022,Bleach: Soul Resurreccion,5.8,7.2
4023,The Matrix: Path of Neo,6.9,7.9
4024,Dragon Ball Z: Supersonic Warriors 2,6.6,7.6
4025,Sonic Lost World,5.9,6.5
4026,WWE Wrestlemania X8,6.4,6.9
4027,Boogie,5.7,5.3
4030,GoldenEye: Rogue Agent,6.1,7.2
4031,Fire Emblem: Radiant Dawn,7.8,8.7
4032,The Sims,8.5,7.7
4033,Plants vs. Zombies: Garden Warfare 2,8.1,7.7
4034,Grandia III,7.7,8.3
4035,Ace Combat: Assault Horizon,7.8,6.2
4038,Scarface: The World is Yours,7.6,8.4
4039,Resident Evil: The Mercenaries 3D,6.5,6.4
4042,Star Wars Battlefront: Elite Squadron,6.1,5
4046,SpongeBob SquarePants: Creature from the Krusty Krab,5.6,7.3
4051,Pokemon Art Academy ,7.6,7.7
4055,Medal of Honor,7.2,6.4
4056,Asphalt 3D,4.3,4.4
4058,Crazy Taxi,6.9,7.5
4059,Dragon Ball Z: Burst Limit,7.2,7.6
4060,Spy Hunter 2,5.7,6.4
4064,Sniper: Art of Victory,3.6,3.6
4065,Tales of Legendia,7.2,7.7
4067,FIFA Soccer 09,8.4,6.1
4068,Steel Diver,5.8,6.3
4069,Bravely Second: End Layer,8.1,7.4
4070,Alone in the Dark,5.8,5.7
4073,Shrek the Third,5.6,6.1
4075,Need for Speed: Porsche Unleashed,6.2,7.8
4077,Far Cry 2,8.5,5.8
4078,NFL Street 2,7.8,6.5
4082,Rock Band Unplugged,7.9,8.6
4086,Skylanders: SuperChargers,8.7,5.6
4088,You're in the Movies,5.5,5.5
4090,Scene It? Lights Camera Action,7.3,8.1
4091,MotorStorm: Apocalypse,7.7,7.7
4092,Dark Sector,7.2,7.5
4094,Tiger Woods PGA Tour 07,8.0,7.9
4095,Plants vs. Zombies: Garden Warfare 2,8.0,8.1
4096,Mario Golf: World Tour,7.8,8.2
4097,Secret Weapons Over Normandy,8.1,8.2
4102,Crash of the Titans,7.3,5.9
4105,Lollipop Chainsaw,7.0,7
4108,The Saboteur,7.2,8.1
4109,Metal Gear Rising: Revengeance,8.2,7.8
4111,Theme Park Roller Coaster,8.2,7.9
4117,NHL 16,8.0,6
4118,Midnight Club: Street Racing,5.0,5.3
4119,Tiger Woods PGA Tour 06,8.1,5.1
4120,Fortune Street,6.8,7.5
4121,FIFA World Cup Germany 2006,7.2,6.6
4125,World of Outlaws: Sprint Cars 2002,8.0,9.1
4126,Children of Mana,6.5,6
4127,Sonic the Hedgehog,4.3,4.1
4128,Fantavision,7.2,6.3
4133,X-Men: Next Dimension,6.1,8.7
4136,Dynasty Warriors Gundam,6.0,6.9
4137,Doom 3 BFG Edition,6.7,6.5
4139,Spider-Man 3,5.3,5.3
4141,Rock Band 4,7.9,6.4
4143,James Bond 007: Blood Stone,6.2,7.1
4145,Street Fighter X Tekken,8.3,4.4
4146,Dark Sector,7.2,7.6
4147,ICO,9.0,8.8
4148,World of Warcraft: Warlords of Draenor,8.7,5.9
4149,Ford Racing Off Road,3.7,6.3
4152,Unreal Tournament III,8.2,7.6
4153,FIFA Soccer 13,6.9,6.2
4154,Victorious Boxers: Ippo's Road to Glory,7.5,8
4156,Valkyrie Profile 2: Silmeria,8.4,9
4157,Pinball Hall of Fame: The Williams Collection,8.2,8.8
4158,Hot Wheels Velocity X,5.4,7.1
4159,MySims Racing,6.8,7.4
4161,F.E.A.R. 2: Project Origin,7.9,7.9
4162,The Sims 2: Pets,6.5,7.3
4163,L.A. Rush,5.8,8
4169,Crash: Mind Over Mutant,6.0,6.5
4170,Viva Pinata: Trouble in Paradise,8.2,7.9
4171,Epic Mickey 2: The Power of Two,5.9,4.3
4173,NBA Ballers: Phenom,6.9,8.5
4175,Need for Speed Carbon,7.4,7.4
4176,Shadowrun,6.6,7.5
4177,Crazy Taxi: Fare Wars,6.4,7.1
4179,"Warhammer 40,000: Dawn of War II",8.5,8.1
4181,Emergency Heroes,4.1,4.2
4183,FlingSmash,4.8,6.8
4186,Downhill Domination,7.9,8.9
4187,Dead Space Extraction,8.2,8.1
4188,Pirates of the Caribbean: Dead Man's Chest,7.0,5.6
4189,Silent Hill: Shattered Memories,7.9,8
4193,World Series of Poker,4.6,8.2
4196,Final Fantasy Crystal Chronicles: Echoes of Time,7.5,7.3
4197,Rise of Nightmares,5.4,7.8
4198,EA Sports UFC,7.0,6.3
4200,Spider-Man 3,7.9,6.5
4201,Dead or Alive 4,8.5,8.2
4202,Godzilla: Save the Earth,6.2,8.7
4203,Dance Dance Revolution: Mario Mix,6.9,8.4
4204,Metal Gear Solid: The Twin Snakes,8.5,9
4205,Tiger Woods PGA Tour 07,7.1,6.9
4206,Art Academy: Lessons for Everyone,8.1,7.6
4207,Mat Hoffman's Pro BMX 2,7.6,9.1
4209,One Piece: Pirate Warriors 3,7.4,7.4
4211,2010 FIFA World Cup South Africa,6.9,7.4
4213,Two Worlds II,7.0,7
4214,Football Manager 2015,8.0,6
4218,SimCity Creator,6.7,6.8
4219,Dragon Ball Z: Collectible Card Game,6.2,5.5
4221,Harry Potter and the Order of the Phoenix,6.9,7.2
4222,The Sims 3: Ambitions,7.4,7.3
4224,Disney's Kim Possible 3: Team Possible,7.6,7.7
4225,Rygar: The Legendary Adventure,8.3,8.4
4226,Syphon Filter: Logan's Shadow,8.5,8.8
4228,Kessen II,7.1,8.3
4233,Brothers In Arms: Earned in Blood,7.1,7.9
4235,Dragon Ball Z: Sagas,4.9,5.4
4237,MX vs. ATV: Alive,6.1,6.7
4242,NBA Live 07,5.9,4.9
4243,Brothers In Arms: Road to Hill 30,8.2,7.6
4244,The Legend of Spyro: Dawn of the Dragon,5.7,6.8
4246,The Mark of Kri,8.0,7.9
4247,Need for Speed: Hot Pursuit,5.0,3.7
4250,Crash Nitro Kart,7.7,8.3
4253,Silent Hill: Downpour,6.4,6.9
4256,Jak and Daxter: The Lost Frontier,7.2,4.6
4260,Star Wars: Demolition,6.3,6.5
4262,Delta Force: Black Hawk Down,5.8,8.8
4265,.hack//Outbreak Part 3,7.0,8.7
4267,MX vs. ATV Untamed,6.7,6.1
4268,Boom Blox Bash Party,8.6,8.4
4269,Top Spin,8.9,8.2
4270,Brothers In Arms: D-Day,6.5,9.1
4272,The Golden Compass,4.1,4.1
4273,Tomb Raider: Legend,6.7,7.9
4274,Just Dance 2014,7.1,7
4282,Enter the Matrix,6.3,8
4283,LEGO The Hobbit,7.0,8.7
4289,PlayStation All-Stars Battle Royale,7.5,7.5
4290,The Powerpuff Girls: Relish Rampage,4.6,6.8
4291,Bleach: The Blade of Fate,8.3,7.5
4294,The Chronicles of Riddick: Escape from Butcher Bay,8.9,8.9
4295,NFL Head Coach,6.6,6.9
4299,Tomb Raider: Underworld,7.0,7.2
4300,Area 51,7.5,8.4
4302,NHL 2005,7.5,8.3
4303,The New York Times Crosswords,7.9,6.7
4308,Star Wars Jedi Knight: Jedi Academy,7.6,8.7
